BPC,CCR,Report_Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Administrative_Closure,Allegation,Finding,ofcrRace,ofcrSex,ObjectId
16-929,68075,2016/10/28 00:00:00+00,Walk In,61,Black,Male,2016/12/05 00:00:00+00,10TH PRECINCT,Admin. Closure,Service,Admin. Closure,Black,Male,3861
16-930,68076,2016/10/28 00:00:00+00,Telephone (or TDD),39,Black,Female,2017/01/20 00:00:00+00,DETROIT DETENTION CENTER,,Demeanor,No Charge,Hispanic,Male,3862
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),32,Black,Male,2017/02/01 00:00:00+00,9TH PRECINCT,,Force,Not Sustained,Black,Male,3863
16-971,68117,2016/11/07 00:00:00+00,Telephone (or TDD),24,Black,Male,2017/01/26 00:00:00+00,UNKNOWN COMMAND,Transferred,Force,Admin. Closure,Unknown,Unknown,3864
16-956,68102,2016/11/02 00:00:00+00,Walk In,31,Black,Male,2017/01/20 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,3865
16-956,68102,2016/11/02 00:00:00+00,Walk In,16,Black,Male,2017/01/20 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,3866
16-954,68100,2016/11/02 00:00:00+00,Telephone (or TDD),74,Black,Female,2016/11/07 00:00:00+00,12TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Female,3867
16-956,68102,2016/11/02 00:00:00+00,Walk In,31,Black,Male,2017/01/20 00:00:00+00,9TH PRECINCT,,Force,Not Sustained,Black,Male,3868
16-956,68102,2016/11/02 00:00:00+00,Walk In,31,Black,Male,2017/01/20 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,3869
16-951,68097,2016/11/02 00:00:00+00,Telephone (or TDD),48,Black,Male,2016/11/10 00:00:00+00,10TH PRECINCT,Admin. Closure,Service,Admin. Closure,Black,Male,3870
16-956,68102,2016/11/02 00:00:00+00,Walk In,31,Black,Male,2017/01/20 00:00:00+00,9TH PRECINCT,,Procedure,Sustained,Black,Male,3871
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),32,Black,Male,2017/02/01 00:00:00+00,9TH PRECINCT,,Search,Not Sustained,White,Male,3872
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),32,Black,Male,2017/02/01 00:00:00+00,9TH PRECINCT,,Search,Not Sustained,White,Male,3873
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/02/01 00:00:00+00,9TH PRECINCT,,Force,Not Sustained,Black,Male,3874
16-952,68098,2016/11/02 00:00:00+00,Walk In,26,Black,Female,2017/01/26 00:00:00+00,8TH PRECINCT,,Service,No Charge,Black,Male,3875
16-956,68102,2016/11/02 00:00:00+00,Walk In,16,Black,Male,2017/01/20 00:00:00+00,9TH PRECINCT,,Procedure,Sustained,White,Female,3876
16-956,68102,2016/11/02 00:00:00+00,Walk In,15,Black,Male,2017/01/20 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,3877
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/02/01 00:00:00+00,9TH PRECINCT,,Search,Not Sustained,Black,Male,3878
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),32,Black,Male,2017/02/01 00:00:00+00,9TH PRECINCT,,Search,Not Sustained,Black,Male,3879
16-956,68102,2016/11/02 00:00:00+00,Walk In,15,Black,Male,2017/01/20 00:00:00+00,9TH PRECINCT,,Force,Not Sustained,Black,Male,3880
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),32,Black,Male,2017/02/01 00:00:00+00,9TH PRECINCT,,Entry,Sustained,Black,Male,3881
16-954,68100,2016/11/02 00:00:00+00,Telephone (or TDD),74,Black,Female,2016/11/07 00:00:00+00,12TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,3882
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/02/01 00:00:00+00,9TH PRECINCT,,Search,Not Sustained,White,Male,3883
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/02/01 00:00:00+00,9TH PRECINCT,,Search,Not Sustained,White,Male,3884
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/02/01 00:00:00+00,9TH PRECINCT,,Force,Not Sustained,White,Male,3885
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/02/01 00:00:00+00,9TH PRECINCT,,Force,Not Sustained,White,Male,3886
16-953,68099,2016/11/02 00:00:00+00,Telephone (or TDD),45,Black,Male,2016/12/05 00:00:00+00,4TH PRECINCT,Admin.close/Inadequate Service,Procedure,No Charge,White,Male,3887
16-953,68099,2016/11/02 00:00:00+00,Telephone (or TDD),45,Black,Male,2016/12/05 00:00:00+00,4TH PRECINCT,Admin.close/Inadequate Service,Procedure,No Charge,White,Male,3888
16-953,68099,2016/11/02 00:00:00+00,Telephone (or TDD),45,Black,Male,2016/12/05 00:00:00+00,4TH PRECINCT,Admin.close/Inadequate Service,Procedure,No Charge,White,Male,3889
16-956,68102,2016/11/02 00:00:00+00,Walk In,16,Black,Male,2017/01/20 00:00:00+00,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown,3890
16-956,68102,2016/11/02 00:00:00+00,Walk In,15,Black,Male,2017/01/20 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,3891
16-956,68102,2016/11/02 00:00:00+00,Walk In,16,Black,Male,2017/01/20 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,3892
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/02/01 00:00:00+00,9TH PRECINCT,,Property,No Charge,Black,Male,3893
16-955,68101,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/01/20 00:00:00+00,COMMUNICATIONS OPERATIONS,,Demeanor,Sustained,Black,Female,3894
16-956,68102,2016/11/02 00:00:00+00,Walk In,15,Black,Male,2017/01/20 00:00:00+00,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown,3895
16-953,68099,2016/11/02 00:00:00+00,Telephone (or TDD),45,Black,Male,2016/12/05 00:00:00+00,4TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,3896
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),32,Black,Male,2017/02/01 00:00:00+00,9TH PRECINCT,,Property,No Charge,Black,Male,3897
16-951,68097,2016/11/02 00:00:00+00,Telephone (or TDD),48,Black,Male,2016/11/10 00:00:00+00,10TH PRECINCT,Admin. Closure,Service,Admin. Closure,Hispanic,Female,3898
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/02/01 00:00:00+00,9TH PRECINCT,,Entry,Sustained,White,Male,3899
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/02/01 00:00:00+00,9TH PRECINCT,,Entry,Sustained,White,Male,3900
16-953,68099,2016/11/02 00:00:00+00,Telephone (or TDD),45,Black,Male,2016/12/05 00:00:00+00,4TH PRECINCT,Admin.close/Inadequate Service,Procedure,No Charge,Black,Male,3901
16-956,68102,2016/11/02 00:00:00+00,Walk In,31,Black,Male,2017/01/20 00:00:00+00,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown,3902
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/02/01 00:00:00+00,9TH PRECINCT,,Property,No Charge,White,Male,3903
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/02/01 00:00:00+00,9TH PRECINCT,,Property,No Charge,White,Male,3904
16-956,68102,2016/11/02 00:00:00+00,Walk In,15,Black,Male,2017/01/20 00:00:00+00,9TH PRECINCT,,Procedure,Sustained,White,Female,3905
16-956,68102,2016/11/02 00:00:00+00,Walk In,31,Black,Male,2017/01/20 00:00:00+00,9TH PRECINCT,,Procedure,Sustained,White,Female,3906
16-956,68102,2016/11/02 00:00:00+00,Walk In,15,Black,Male,2017/01/20 00:00:00+00,9TH PRECINCT,,Demeanor,Not Sustained,Black,Male,3907
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),32,Black,Male,2017/02/01 00:00:00+00,9TH PRECINCT,,Force,Not Sustained,White,Male,3908
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),32,Black,Male,2017/02/01 00:00:00+00,9TH PRECINCT,,Force,Not Sustained,White,Male,3909
16-950,68096,2016/11/02 00:00:00+00,Telephone (or TDD),58,Black,Female,2017/02/01 00:00:00+00,9TH PRECINCT,,Entry,Sustained,Black,Male,3910
16-973,68119,2016/11/07 00:00:00+00,Walk In,0,Black,Female,2017/02/08 00:00:00+00,12TH PRECINCT,,Procedure,Unfounded,Black,Male,3911
16-933,68079,2016/10/28 00:00:00+00,Walk In,18,Unknown,Male,2016/11/28 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,3912
16-933,68079,2016/10/28 00:00:00+00,Walk In,18,Unknown,Male,2016/11/28 00:00:00+00,8TH PRECINCT,,Search,No Charge,White,Male,3913
16-930,68076,2016/10/28 00:00:00+00,Telephone (or TDD),39,Black,Female,2017/01/20 00:00:00+00,DETROIT DETENTION CENTER,,Procedure,No Charge,Hispanic,Male,3914
16-933,68079,2016/10/28 00:00:00+00,Walk In,18,Unknown,Male,2016/11/28 00:00:00+00,8TH PRECINCT,,Procedure,Sustained,White,Male,3915
16-933,68079,2016/10/28 00:00:00+00,Walk In,18,Unknown,Male,2016/11/28 00:00:00+00,8TH PRECINCT,,Procedure,Sustained,White,Male,3916
16-933,68079,2016/10/28 00:00:00+00,Walk In,18,Unknown,Male,2016/11/28 00:00:00+00,8TH PRECINCT,,Procedure,Sustained,White,Male,3917
16-931,68077,2016/10/28 00:00:00+00,Telephone (or TDD),30,Biracial,Female,2017/01/26 00:00:00+00,DETROIT DETENTION CENTER,,Procedure,Not Sustained,Black,Male,3918
16-933,68079,2016/10/28 00:00:00+00,Walk In,18,Unknown,Male,2016/11/28 00:00:00+00,8TH PRECINCT,,Demeanor,Not Sustained,White,Male,3919
16-933,68079,2016/10/28 00:00:00+00,Walk In,18,Unknown,Male,2016/11/28 00:00:00+00,8TH PRECINCT,,Demeanor,Not Sustained,White,Male,3920
16-933,68079,2016/10/28 00:00:00+00,Walk In,18,Unknown,Male,2016/11/28 00:00:00+00,8TH PRECINCT,,Demeanor,Not Sustained,White,Male,3921
16-935,68081,2016/10/29 00:00:00+00,Walk In,30,Black,Male,2017/01/26 00:00:00+00,11TH PRECINCT,,Procedure,Not Sustained,Black,Male,3922
16-938,68084,2016/10/29 00:00:00+00,Walk In,34,Black,Male,2017/01/26 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,3923
16-936,68082,2016/10/29 00:00:00+00,Walk In,44,Black,Male,2017/01/10 00:00:00+00,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown,3924
16-936,68082,2016/10/29 00:00:00+00,Walk In,44,Black,Male,2017/01/10 00:00:00+00,11TH PRECINCT,,Demeanor,Not Sustained,White,Male,3925
16-936,68082,2016/10/29 00:00:00+00,Walk In,44,Black,Male,2017/01/10 00:00:00+00,11TH PRECINCT,,Procedure,Sustained,White,Male,3926
16-936,68082,2016/10/29 00:00:00+00,Walk In,44,Black,Male,2017/01/10 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,3927
16-934,68080,2016/10/29 00:00:00+00,Telephone (or TDD),45,Black,Female,2016/11/21 00:00:00+00,6TH PRECINCT,Admin. Closure,Harassment,Admin. Closure,Black,Male,3928
16-934,68080,2016/10/29 00:00:00+00,Telephone (or TDD),45,Black,Female,2016/11/21 00:00:00+00,6TH PRECINCT,Admin. Closure,Harassment,Admin. Closure,Black,Male,3929
16-936,68082,2016/10/29 00:00:00+00,Walk In,44,Black,Male,2017/01/10 00:00:00+00,11TH PRECINCT,,Procedure,Sustained,Black,Male,3930
16-936,68082,2016/10/29 00:00:00+00,Walk In,44,Black,Male,2017/01/10 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,3931
16-935,68081,2016/10/29 00:00:00+00,Walk In,30,Black,Male,2017/01/26 00:00:00+00,11TH PRECINCT,,Service,No Charge,Black,Male,3932
16-936,68082,2016/10/29 00:00:00+00,Walk In,44,Black,Male,2017/01/10 00:00:00+00,11TH PRECINCT,,Force,Not Sustained,White,Male,3933
16-938,68084,2016/10/29 00:00:00+00,Walk In,34,Black,Male,2017/01/26 00:00:00+00,UNKNOWN COMMAND,,Procedure,Not Sustained,Unknown,Unknown,3934
16-935,68081,2016/10/29 00:00:00+00,Walk In,30,Black,Male,2017/01/26 00:00:00+00,11TH PRECINCT,,Demeanor,Not Sustained,Black,Male,3935
16-937,68083,2016/10/29 00:00:00+00,Walk In,43,Black,Male,2016/11/16 00:00:00+00,7TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male,3936
16-937,68083,2016/10/29 00:00:00+00,Walk In,43,Black,Male,2016/11/16 00:00:00+00,7TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male,3937
16-936,68082,2016/10/29 00:00:00+00,Walk In,44,Black,Male,2017/01/10 00:00:00+00,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown,3938
16-939,68085,2016/10/30 00:00:00+00,Walk In,32,Black,Male,2017/01/30 00:00:00+00,COMMUNICATIONS OPERATIONS,,Service,Unfounded,Unknown,Unknown,3939
16-939,68085,2016/10/30 00:00:00+00,Walk In,32,Black,Male,2017/01/30 00:00:00+00,10TH PRECINCT,,Service,No Charge,Hispanic,Female,3940
16-939,68085,2016/10/30 00:00:00+00,Walk In,2,Black,Female,2017/01/30 00:00:00+00,10TH PRECINCT,,Demeanor,Not Sustained,Black,Female,3941
16-939,68085,2016/10/30 00:00:00+00,Walk In,32,Black,Male,2017/01/30 00:00:00+00,10TH PRECINCT,,Procedure,Unfounded,Black,Female,3942
16-939,68085,2016/10/30 00:00:00+00,Walk In,32,Black,Male,2017/01/30 00:00:00+00,10TH PRECINCT,,Procedure,Exonerated,Black,Male,3943
16-939,68085,2016/10/30 00:00:00+00,Walk In,2,Black,Female,2017/01/30 00:00:00+00,DOMESTIC VIOLENCE UNIT,,Procedure,Not Sustained,Black,Male,3944
16-939,68085,2016/10/30 00:00:00+00,Walk In,2,Black,Female,2017/01/30 00:00:00+00,10TH PRECINCT,,Procedure,Exonerated,Hispanic,Female,3945
16-939,68085,2016/10/30 00:00:00+00,Walk In,2,Black,Female,2017/01/30 00:00:00+00,10TH PRECINCT,,Procedure,Exonerated,Black,Male,3946
16-939,68085,2016/10/30 00:00:00+00,Walk In,32,Black,Male,2017/01/30 00:00:00+00,10TH PRECINCT,,Procedure,Exonerated,Hispanic,Female,3947
16-939,68085,2016/10/30 00:00:00+00,Walk In,32,Black,Male,2017/01/30 00:00:00+00,10TH PRECINCT,,Service,No Charge,Black,Male,3948
16-939,68085,2016/10/30 00:00:00+00,Walk In,2,Black,Female,2017/01/30 00:00:00+00,10TH PRECINCT,,Service,No Charge,Hispanic,Female,3949
16-939,68085,2016/10/30 00:00:00+00,Walk In,32,Black,Male,2017/01/30 00:00:00+00,DOMESTIC VIOLENCE UNIT,,Procedure,Not Sustained,Black,Male,3950
16-939,68085,2016/10/30 00:00:00+00,Walk In,32,Black,Male,2017/01/30 00:00:00+00,10TH PRECINCT,,Demeanor,Not Sustained,Black,Male,3951
16-939,68085,2016/10/30 00:00:00+00,Walk In,2,Black,Female,2017/01/30 00:00:00+00,10TH PRECINCT,,Demeanor,No Charge,Hispanic,Female,3952
16-939,68085,2016/10/30 00:00:00+00,Walk In,32,Black,Male,2017/01/30 00:00:00+00,10TH PRECINCT,,Demeanor,No Charge,Hispanic,Female,3953
16-939,68085,2016/10/30 00:00:00+00,Walk In,32,Black,Male,2017/01/30 00:00:00+00,10TH PRECINCT,,Demeanor,Not Sustained,Black,Female,3954
16-939,68085,2016/10/30 00:00:00+00,Walk In,2,Black,Female,2017/01/30 00:00:00+00,10TH PRECINCT,,Service,No Charge,Black,Male,3955
16-978,68124,2016/11/08 00:00:00+00,Telephone (or TDD),33,Hispanic,Male,2017/02/08 00:00:00+00,4TH PRECINCT PDU,,Procedure,Not Sustained,Black,Female,3956
16-976,68122,2016/11/08 00:00:00+00,Walk In,35,Black,Male,2017/02/08 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Arrest,Sustained,Black,Male,3957
16-978,68124,2016/11/08 00:00:00+00,Telephone (or TDD),33,Hispanic,Male,2017/02/08 00:00:00+00,4TH PRECINCT PDU,,Demeanor,Not Sustained,Black,Female,3958
16-976,68122,2016/11/08 00:00:00+00,Walk In,35,Black,Male,2017/02/08 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Property,Unfounded,Black,Male,3959
16-976,68122,2016/11/08 00:00:00+00,Walk In,35,Black,Male,2017/02/08 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Property,Exonerated,Black,Male,3960
16-975,68121,2016/11/08 00:00:00+00,Telephone (or TDD),25,Black,Male,2017/02/01 00:00:00+00,COMMUNICATIONS OPERATIONS,Admin. Closure,Procedure,Admin. Closure,Black,Female,3961
16-976,68122,2016/11/08 00:00:00+00,Walk In,35,Black,Male,2017/02/08 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Procedure,Not Sustained,Black,Male,3962
16-976,68122,2016/11/08 00:00:00+00,Walk In,35,Black,Male,2017/02/08 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Procedure,Exonerated,Black,Male,3963
16-977,68123,2016/11/08 00:00:00+00,Walk In,44,Black,Female,2017/01/18 00:00:00+00,6TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,3964
16-980,68126,2016/11/09 00:00:00+00,Telephone (or TDD),56,Black,Female,2017/02/01 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,3965
16-981,68127,2016/11/09 00:00:00+00,Telephone (or TDD),22,White,Male,2017/01/26 00:00:00+00,8TH PRECINCT,,Search,Unfounded,White,Male,3966
16-981,68127,2016/11/09 00:00:00+00,Telephone (or TDD),22,White,Male,2017/01/26 00:00:00+00,8TH PRECINCT,,Search,Unfounded,White,Male,3967
16-981,68127,2016/11/09 00:00:00+00,Telephone (or TDD),22,White,Male,2017/01/26 00:00:00+00,8TH PRECINCT,,Search,Unfounded,White,Male,3968
16-983,68129,2016/11/09 00:00:00+00,Walk In,44,Black,Male,2016/11/18 00:00:00+00,8TH PRECINCT,Admin. Closure,Harassment,Admin. Closure,White,Male,3969
16-983,68129,2016/11/09 00:00:00+00,Walk In,44,Black,Male,2016/11/18 00:00:00+00,8TH PRECINCT,Admin. Closure,Harassment,Admin. Closure,White,Male,3970
16-983,68129,2016/11/09 00:00:00+00,Walk In,44,Black,Male,2016/11/18 00:00:00+00,8TH PRECINCT,Admin. Closure,Harassment,Admin. Closure,White,Male,3971
16-980,68126,2016/11/09 00:00:00+00,Telephone (or TDD),56,Black,Female,2017/02/01 00:00:00+00,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown,3972
16-982,68128,2016/11/09 00:00:00+00,Walk In,18,Black,Female,2016/11/28 00:00:00+00,12TH PRECINCT,Duplication,Force,Admin. Closure,White,Male,3973
16-981,68127,2016/11/09 00:00:00+00,Telephone (or TDD),22,White,Male,2017/01/26 00:00:00+00,8TH PRECINCT,,Demeanor,Not Sustained,White,Male,3974
16-981,68127,2016/11/09 00:00:00+00,Telephone (or TDD),22,White,Male,2017/01/26 00:00:00+00,8TH PRECINCT,,Demeanor,Not Sustained,White,Male,3975
16-981,68127,2016/11/09 00:00:00+00,Telephone (or TDD),22,White,Male,2017/01/26 00:00:00+00,8TH PRECINCT,,Demeanor,Not Sustained,White,Male,3976
16-982,68128,2016/11/09 00:00:00+00,Walk In,18,Black,Female,2016/11/28 00:00:00+00,12TH PRECINCT,Duplication,Demeanor,Admin. Closure,White,Male,3977
16-982,68128,2016/11/09 00:00:00+00,Walk In,18,Black,Female,2016/11/28 00:00:00+00,12TH PRECINCT,Duplication,Property,Admin. Closure,White,Male,3978
16-982,68128,2016/11/09 00:00:00+00,Walk In,18,Black,Female,2016/11/28 00:00:00+00,12TH PRECINCT,Duplication,Search,Admin. Closure,White,Male,3979
16-980,68126,2016/11/09 00:00:00+00,Telephone (or TDD),56,Black,Female,2017/02/01 00:00:00+00,8TH PRECINCT,,Force,Unfounded,Black,Male,3980
16-980,68126,2016/11/09 00:00:00+00,Telephone (or TDD),56,Black,Female,2017/02/01 00:00:00+00,8TH PRECINCT,,Procedure,Exonerated,Black,Male,3981
16-982,68128,2016/11/09 00:00:00+00,Walk In,18,Black,Female,2016/11/28 00:00:00+00,12TH PRECINCT,Duplication,Harassment,Admin. Closure,White,Male,3982
16-981,68127,2016/11/09 00:00:00+00,Telephone (or TDD),22,White,Male,2017/01/26 00:00:00+00,8TH PRECINCT,,Harassment,No Charge,White,Male,3983
16-981,68127,2016/11/09 00:00:00+00,Telephone (or TDD),22,White,Male,2017/01/26 00:00:00+00,8TH PRECINCT,,Harassment,No Charge,White,Male,3984
16-981,68127,2016/11/09 00:00:00+00,Telephone (or TDD),22,White,Male,2017/01/26 00:00:00+00,8TH PRECINCT,,Harassment,No Charge,White,Male,3985
16-980,68126,2016/11/09 00:00:00+00,Telephone (or TDD),56,Black,Female,2017/02/01 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,3986
16-981,68127,2016/11/09 00:00:00+00,Telephone (or TDD),22,White,Male,2017/01/26 00:00:00+00,8TH PRECINCT,,Procedure,Not Sustained,White,Male,3987
16-981,68127,2016/11/09 00:00:00+00,Telephone (or TDD),22,White,Male,2017/01/26 00:00:00+00,8TH PRECINCT,,Procedure,Not Sustained,White,Male,3988
16-981,68127,2016/11/09 00:00:00+00,Telephone (or TDD),22,White,Male,2017/01/26 00:00:00+00,8TH PRECINCT,,Procedure,Not Sustained,White,Male,3989
16-979,68125,2016/11/09 00:00:00+00,Telephone (or TDD),39,Black,Male,2016/11/09 00:00:00+00,7TH PRECINCT PDU,Duplication,Demeanor,Void,Black,Male,3990
16-982,68128,2016/11/09 00:00:00+00,Walk In,18,Black,Female,2016/11/28 00:00:00+00,12TH PRECINCT,Duplication,Procedure,Admin. Closure,White,Male,3991
16-988,68134,2016/11/10 00:00:00+00,Walk In,32,Black,Male,2017/02/08 00:00:00+00,8TH PRECINCT,,Demeanor,Not Sustained,White,Male,3992
16-988,68134,2016/11/10 00:00:00+00,Walk In,32,Black,Male,2017/02/08 00:00:00+00,8TH PRECINCT,,Demeanor,Not Sustained,White,Male,3993
16-988,68134,2016/11/10 00:00:00+00,Walk In,32,Black,Male,2017/02/08 00:00:00+00,8TH PRECINCT,,Demeanor,Not Sustained,White,Male,3994
16-985,68131,2016/11/10 00:00:00+00,Walk In,52,Black,Female,2017/01/10 00:00:00+00,2ND PRECINCT,,Procedure,Unfounded,Black,Male,3995
16-990,68136,2016/11/10 00:00:00+00,Telephone (or TDD),36,Black,Female,2017/01/20 00:00:00+00,3RD PRECINCT,Admin. Closure,Demeanor,Admin. Closure,White,Male,3996
16-987,68133,2016/11/10 00:00:00+00,Walk In,16,Black,Male,2017/02/08 00:00:00+00,12TH PRECINCT,,Force,Sustained,White,Male,3997
16-987,68133,2016/11/10 00:00:00+00,Walk In,16,Black,Male,2017/02/08 00:00:00+00,12TH PRECINCT,,Force,Sustained,White,Male,3998
16-984,68130,2016/11/10 00:00:00+00,Walk In,30,Black,Male,2017/01/30 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,3999
16-988,68134,2016/11/10 00:00:00+00,Walk In,32,Black,Male,2017/02/08 00:00:00+00,8TH PRECINCT,,Procedure,Unfounded,White,Male,4000
16-1053,68199,2016/12/07 00:00:00+00,Telephone (or TDD),38,Black,Female,1978/07/24 00:00:00+00,2ND PRECINCT,Admin. Closure,Service,Admin. Closure,Black,Male,4001
16-1065,68211,2016/12/12 00:00:00+00,Telephone (or TDD),32,Unknown,Male,1984/08/02 00:00:00+00,2ND PRECINCT,,Demeanor,Not Sustained,Hispanic,Male,4002
16-1065,68211,2016/12/12 00:00:00+00,Telephone (or TDD),32,Unknown,Male,1984/08/02 00:00:00+00,2ND PRECINCT,,Demeanor,No Charge,Black,Male,4003
16-1065,68211,2016/12/12 00:00:00+00,Telephone (or TDD),32,Unknown,Male,1984/08/02 00:00:00+00,2ND PRECINCT,,Procedure,Unfounded,White,Male,4004
16-1064,68210,2016/12/12 00:00:00+00,Walk In,42,Arabic,Female,1974/03/17 00:00:00+00,6TH PRECINCT,,Procedure,Unfounded,White,Male,4005
16-1064,68210,2016/12/12 00:00:00+00,Walk In,42,Arabic,Female,1974/03/17 00:00:00+00,6TH PRECINCT,,Demeanor,No Charge,White,Male,4006
16-1063,68209,2016/12/12 00:00:00+00,Telephone (or TDD),30,Unknown,Female,1986/06/19 00:00:00+00,2ND PRECINCT,,Procedure,No Charge,White,Male,4007
16-1065,68211,2016/12/12 00:00:00+00,Telephone (or TDD),32,Unknown,Male,1984/08/02 00:00:00+00,2ND PRECINCT,,Procedure,No Charge,Black,Male,4008
16-1063,68209,2016/12/12 00:00:00+00,Telephone (or TDD),30,Unknown,Female,1986/06/19 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,Black,Male,4009
16-1065,68211,2016/12/12 00:00:00+00,Telephone (or TDD),32,Unknown,Male,1984/08/02 00:00:00+00,2ND PRECINCT,,Demeanor,No Charge,White,Male,4010
16-1055,68201,2016/12/07 00:00:00+00,Telephone (or TDD),51,Hispanic,Female,1965/11/24 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,4011
16-1063,68209,2016/12/12 00:00:00+00,Telephone (or TDD),30,Unknown,Female,1986/06/19 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,White,Male,4012
16-1063,68209,2016/12/12 00:00:00+00,Telephone (or TDD),30,Unknown,Female,1986/06/19 00:00:00+00,2ND PRECINCT,,Arrest,Exonerated,White,Male,4013
16-1051,68197,2016/12/07 00:00:00+00,Telephone (or TDD),44,Black,Female,1972/12/02 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Procedure,Exonerated,Black,Male,4014
16-1065,68211,2016/12/12 00:00:00+00,Telephone (or TDD),32,Unknown,Female,1984/05/30 00:00:00+00,2ND PRECINCT,,Demeanor,Not Sustained,Hispanic,Male,4015
16-1055,68201,2016/12/07 00:00:00+00,Telephone (or TDD),51,Hispanic,Female,1965/11/24 00:00:00+00,TELEPHONE CRIME REPORTING UNIT,Admin. Closure,Service,Admin. Closure,Unknown,Unknown,4016
16-1065,68211,2016/12/12 00:00:00+00,Telephone (or TDD),32,Unknown,Female,1984/05/30 00:00:00+00,2ND PRECINCT,,Procedure,Unfounded,White,Male,4017
16-1063,68209,2016/12/12 00:00:00+00,Telephone (or TDD),30,Unknown,Female,1986/06/19 00:00:00+00,2ND PRECINCT,,Arrest,Exonerated,Black,Male,4018
16-1054,68200,2016/12/07 00:00:00+00,Walk In,24,Arabic,Female,1992/09/24 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,4019
16-1052,68198,2016/12/07 00:00:00+00,Telephone (or TDD),64,Black,Male,1952/07/20 00:00:00+00,6TH PRECINCT,,Service,Not Sustained,White,Male,4020
